name,owner,stars,age_days,merged_prs,total_releases,days_since_update,primary_language,total_issues,closed_issues,closed_issues_ratio,url,description
GPT-SoVITS,RVC-Boss,50270,586,338,4,0,Python,1893,1178,62.22926571579504,https://github.com/RVC-Boss/GPT-SoVITS,1 min voice data can also be used to train a good TTS model! (few shot voice cloning)
DefinitelyTyped,DefinitelyTyped,50230,4705,52119,1,0,TypeScript,8088,7521,92.98961424332344,https://github.com/DefinitelyTyped/DefinitelyTyped,The repository for high quality TypeScript type definitions.
ImHex,WerWolv,50217,1747,671,80,0,C++,1418,1182,83.3568406205924,https://github.com/WerWolv/ImHex,"🔍 A Hex Editor for Reverse Engineers, Programmers and people who value their retinas when working at 3 AM."
etcd,etcd-io,50129,4430,9795,259,0,Go,7004,6822,97.40148486579098,https://github.com/etcd-io/etcd,Distributed reliable key-value store for the most critical data of a distributed system
pocketbase,pocketbase,50023,1145,54,221,0,Go,1840,1821,98.96739130434783,https://github.com/pocketbase/pocketbase,Open Source realtime backend in 1 file
first-contributions,firstcontributions,50004,3259,86167,0,0,Unknown,933,909,97.42765273311898,https://github.com/firstcontributions/first-contributions,🚀✨ Help beginners to contribute to open source projects
chinese-poetry,chinese-poetry,49962,3277,137,1,0,JavaScript,211,92,43.60189573459716,https://github.com/chinese-poetry/chinese-poetry,"The most comprehensive database of Chinese poetry 🧶最全中华古诗词数据库,  唐宋两朝近一万四千古诗人,  接近5.5万首唐诗加26万宋诗.  两宋时期1564位词人，21050首词。"
bulma,jgthms,49909,3499,642,22,0,CSS,2724,2394,87.88546255506607,https://github.com/jgthms/bulma,Modern CSS framework based on Flexbox
awesome-ios,vsouza,49694,4062,2233,0,0,Swift,488,486,99.59016393442623,https://github.com/vsouza/awesome-ios,"A curated list of awesome iOS ecosystem, including Objective-C and Swift Projects "
cline,cline,49619,413,1668,146,0,TypeScript,2243,1749,77.97592510031208,https://github.com/cline/cline,"Autonomous coding agent right in your IDE, capable of creating/editing files, executing commands, using the browser, and more with your permission every step of the way."
go-ethereum,ethereum,49607,4258,8252,219,0,Go,8487,8283,97.59632378932484,https://github.com/ethereum/go-ethereum,Go implementation of the Ethereum protocol
hiring-without-whiteboards,poteto,49170,3083,1300,0,0,JavaScript,0,0,0,https://github.com/poteto/hiring-without-whiteboards,⭐️  Companies that don't have a broken hiring process
OpenManus,FoundationAgents,49169,170,106,3,0,Python,705,312,44.25531914893617,https://github.com/FoundationAgents/OpenManus,"No fortress, purely open ground.  OpenManus is Coming."
autogen,microsoft,49018,736,2499,97,0,Python,2856,2463,86.23949579831933,https://github.com/microsoft/autogen,A programming framework for agentic AI 🤖 PyPi: autogen-agentchat Discord: https://aka.ms/autogen-discord Office Hour: https://aka.ms/autogen-officehour
Motrix,agalwood,48959,2440,192,21,0,JavaScript,1340,593,44.25373134328358,https://github.com/agalwood/Motrix,A full-featured download manager.
mastodon,mastodon,48891,3470,17716,289,0,Ruby,12256,8234,67.18342036553526,https://github.com/mastodon/mastodon,"Your self-hosted, globally interconnected microblogging community"
cypress,cypress-io,48830,3825,7372,373,0,TypeScript,15088,13780,91.33085896076352,https://github.com/cypress-io/cypress,"Fast, easy and reliable testing for anything that runs in a browser."
awesome-wechat-weapp,justjavac,48767,3256,277,0,0,Unknown,0,0,0,https://github.com/justjavac/awesome-wechat-weapp,微信小程序开发资源汇总 :100:
30-Days-Of-Python,Asabeneh,48714,2103,61,0,0,Python,135,79,58.51851851851851,https://github.com/Asabeneh/30-Days-Of-Python,"30 days of Python programming challenge is a step-by-step guide to learn the Python programming language in 30 days. This challenge may take more than100 days, follow your own pace.  These videos may help too: https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw"
hacker-scripts,NARKOZ,48652,3562,63,0,0,JavaScript,88,53,60.22727272727273,https://github.com/NARKOZ/hacker-scripts,Based on a true story
alist,AlistGo,48291,1703,860,137,0,Go,4347,3799,87.39360478490913,https://github.com/AlistGo/alist,"🗂️A file list/WebDAV program that supports multiple storages, powered by Gin and Solidjs. / 一个支持多存储的文件列表/WebDAV程序，使用 Gin 和 Solidjs。"
vaultwarden,dani-garcia,48280,2743,993,73,0,Rust,2364,2353,99.5346869712352,https://github.com/dani-garcia/vaultwarden,"Unofficial Bitwarden compatible server written in Rust, formerly known as bitwarden_rs"
RxJava,ReactiveX,48255,4609,3329,241,0,Java,3171,3159,99.62157048249763,https://github.com/ReactiveX/RxJava,RxJava – Reactive Extensions for the JVM – a library for composing asynchronous and event-based programs using observable sequences for the Java VM.
PowerShell,PowerShell,48249,3509,7550,186,0,C#,13018,11918,91.55016131510216,https://github.com/PowerShell/PowerShell,PowerShell for every system!
anything-llm,Mintplex-Labs,48247,811,1072,20,0,JavaScript,2753,2494,90.59208136578279,https://github.com/Mintplex-Labs/anything-llm,"The all-in-one Desktop & Docker AI application with built-in RAG, AI agents, No-code agent builder, MCP compatibility,  and more."
dayjs,iamkun,48158,2692,694,119,0,JavaScript,1771,849,47.93901750423489,https://github.com/iamkun/dayjs,⏰ Day.js 2kB immutable date-time library alternative to Moment.js with the same modern API
moment,moment,48090,5289,714,0,0,JavaScript,4154,3911,94.15021665864228,https://github.com/moment/moment,"Parse, validate, manipulate, and display dates in javascript."
100-Days-Of-ML-Code,Avik-Jain,48022,2606,6,0,0,Unknown,0,0,0,https://github.com/Avik-Jain/100-Days-Of-ML-Code,100 Days of ML Coding
professional-programming,charlax,47950,3577,39,0,0,Python,29,29,100.0,https://github.com/charlax/professional-programming,A collection of learning resources for curious software engineers
algorithm-visualizer,algorithm-visualizer,47658,3387,183,0,0,JavaScript,118,76,64.40677966101694,https://github.com/algorithm-visualizer/algorithm-visualizer,:fireworks:Interactive Online Platform that Visualizes Algorithms from Code
ChinaTextbook,TapXWorld,47567,2057,1,0,0,Roff,112,53,47.32142857142857,https://github.com/TapXWorld/ChinaTextbook,所有小初高、大学PDF教材。
julia,JuliaLang,47530,5238,25825,181,0,Julia,25364,21385,84.31241129159439,https://github.com/JuliaLang/julia,The Julia Programming Language
big-list-of-naughty-strings,minimaxir,47386,3667,90,0,0,Python,101,32,31.683168316831683,https://github.com/minimaxir/big-list-of-naughty-strings,The Big List of Naughty Strings is a list of strings which have a high probability of causing issues when used as user-input data.
huginn,huginn,47112,4549,1043,1,0,Ruby,2170,1569,72.30414746543778,https://github.com/huginn/huginn,Create agents that monitor and act on your behalf.  Your agents are standing by!
json,nlohmann,46939,4433,901,45,0,C++,2339,2298,98.24711415134672,https://github.com/nlohmann/json,JSON for Modern C++
ladybird,LadybirdBrowser,46908,450,4246,0,0,C++,1143,637,55.730533683289586,https://github.com/LadybirdBrowser/ladybird,Truly independent web browser
serverless,serverless,46841,3777,4717,454,0,JavaScript,6518,5385,82.61736729057994,https://github.com/serverless/serverless,"⚡ Serverless Framework – Effortlessly build apps that auto-scale, incur zero costs when idle, and require minimal maintenance using AWS Lambda and other managed cloud services."
gogs,gogs,46802,4210,1766,84,0,Go,5158,4223,81.87281892206282,https://github.com/gogs/gogs,Gogs is a painless self-hosted Git service
Projects,karan,46763,4433,19,0,0,Unknown,83,35,42.168674698795186,https://github.com/karan/Projects,:page_with_curl: A list of practical projects that anyone can solve in any programming language.
design-patterns-for-humans,kamranahmedse,46750,3109,50,0,0,Unknown,52,47,90.38461538461539,https://github.com/kamranahmedse/design-patterns-for-humans,An ultra-simplified explanation to design patterns
x64dbg,x64dbg,46736,3786,744,4,0,C++,2631,2025,76.96693272519954,https://github.com/x64dbg/x64dbg,An open-source user mode debugger for Windows. Optimized for reverse engineering and malware analysis.
okhttp,square,46605,4779,3765,0,0,Kotlin,4182,4132,98.80439980870396,https://github.com/square/okhttp,"Square’s meticulous HTTP client for the JVM, Android, and GraalVM."
react,typescript-cheatsheets,46563,2639,371,0,0,JavaScript,222,221,99.54954954954955,https://github.com/typescript-cheatsheets/react,Cheatsheets for experienced React developers getting started with TypeScript
pandas,pandas-dev,46375,5478,26923,112,0,Python,27669,24084,87.04326141168816,https://github.com/pandas-dev/pandas,"Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more"
query,TanStack,46356,2173,2894,1000,0,TypeScript,2167,2102,97.00046146746655,https://github.com/TanStack/query,"🤖 Powerful asynchronous state management, server-state utilities and data fetching for the web. TS/JS, React Query, Solid Query, Svelte Query and Vue Query."
type-challenges,type-challenges,46319,1857,588,0,0,TypeScript,36331,3846,10.586000935839916,https://github.com/type-challenges/type-challenges,Collection of TypeScript type challenges with online judge
v2ray-core,v2ray,46303,3641,203,247,0,Go,2591,2583,99.69123890389811,https://github.com/v2ray/v2ray-core,A platform for building proxies to bypass network restrictions.
open-source-ios-apps,dkhamsing,46217,3861,1412,37,0,Unknown,310,310,100.0,https://github.com/dkhamsing/open-source-ios-apps,:iphone: Collaborative List of Open-Source iOS Apps
terraform,hashicorp,46210,4180,12789,378,0,Go,21412,19676,91.8923967868485,https://github.com/hashicorp/terraform,"Terraform enables you to safely and predictably create, change, and improve infrastructure. It is a source-available tool that codifies APIs into declarative configuration files that can be shared amongst team members, treated as code, edited, reviewed, and versioned."
learn-regex,ziishaned,46067,2954,131,0,0,Unknown,87,35,40.229885057471265,https://github.com/ziishaned/learn-regex,Learn regex the easy way
Fooocus,lllyasviel,46062,744,447,21,0,Python,1611,1400,86.90254500310365,https://github.com/lllyasviel/Fooocus,Focus on prompting and generating
quill,slab,45987,4771,381,95,0,TypeScript,3775,3267,86.54304635761589,https://github.com/slab/quill,Quill is a modern WYSIWYG editor built for compatibility and extensibility
lx-music-desktop,lyswhut,45862,2201,86,110,0,TypeScript,2193,1236,56.36114911080712,https://github.com/lyswhut/lx-music-desktop,一个基于 electron 的音乐软件
htmx,bigskysoftware,45759,1958,956,26,0,JavaScript,1572,1005,63.93129770992366,https://github.com/bigskysoftware/htmx,</> htmx - high power tools for HTML
lazydocker,jesseduffield,45741,2289,186,42,0,Go,362,190,52.48618784530387,https://github.com/jesseduffield/lazydocker,The lazier way to manage everything docker
pixijs,pixijs,45603,4596,3684,293,0,TypeScript,5984,5750,96.08957219251337,https://github.com/pixijs/pixijs,"The HTML5 Creation Engine: Create beautiful digital content with the fastest, most flexible 2D WebGL renderer."
kubernetes-the-hard-way,kelseyhightower,45523,3334,73,0,0,Unknown,428,415,96.96261682242991,https://github.com/kelseyhightower/kubernetes-the-hard-way,Bootstrap Kubernetes the hard way. No scripts.
awesome-react-components,brillout,45271,3347,324,0,0,Unknown,52,44,84.61538461538461,https://github.com/brillout/awesome-react-components,Curated List of React Components & Libraries.
PythonDataScienceHandbook,jakevdp,45268,3300,28,0,0,Jupyter Notebook,203,78,38.42364532019704,https://github.com/jakevdp/PythonDataScienceHandbook,Python Data Science Handbook: full text in Jupyter Notebooks
architecture-samples,android,45254,3487,232,0,0,Kotlin,486,348,71.60493827160494,https://github.com/android/architecture-samples,A collection of samples to discuss and showcase different architectural tools and patterns for Android apps.
jadx,skylot,45205,4540,577,31,0,Java,1918,1528,79.66631908237748,https://github.com/skylot/jadx,Dex to Java decompiler
odoo,odoo,45197,4120,6181,0,0,Python,18398,15107,82.11218610718556,https://github.com/odoo/odoo,Odoo. Open Source Apps To Grow Your Business.
typst,typst,45054,2159,1828,22,0,Rust,3483,2576,73.95923054837783,https://github.com/typst/typst,A new markup-based typesetting system that is powerful and easy to learn.
jest,jestjs,44987,4274,5701,208,0,TypeScript,8115,7862,96.88231669747381,https://github.com/jestjs/jest,Delightful JavaScript Testing.
dbeaver,dbeaver,44965,3594,6124,230,0,Java,19369,16325,84.28416541896846,https://github.com/dbeaver/dbeaver,Free universal database tool and SQL client
30-Days-Of-JavaScript,Asabeneh,44959,2070,98,0,0,JavaScript,174,59,33.90804597701149,https://github.com/Asabeneh/30-Days-Of-JavaScript,"30 days of JavaScript programming challenge is a step-by-step guide to learn JavaScript programming language in 30 days. This challenge may take more than 100 days,  please just follow your own pace. These videos may help too: https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw"
AdminLTE,ColorlibHQ,44943,4259,1545,77,0,CSS,2887,2747,95.15067544163492,https://github.com/ColorlibHQ/AdminLTE,AdminLTE - Free admin dashboard template based on Bootstrap 5
open-source-mac-os-apps,serhii-londar,44936,2850,525,0,0,Unknown,211,161,76.30331753554502,https://github.com/serhii-londar/open-source-mac-os-apps,🚀 Awesome list of open source applications for macOS. https://t.me/s/opensourcemacosapps
discourse,discourse,44883,4606,30081,0,0,Ruby,0,0,0,https://github.com/discourse/discourse,"A platform for community discussion. Free, open, simple."
awesome-java,akullpp,44796,4063,715,0,0,Unknown,136,136,100.0,https://github.com/akullpp/awesome-java,"A curated list of awesome frameworks, libraries and software for the Java programming language."
text-generation-webui,oobabooga,44782,976,1183,80,0,Python,4005,1429,35.68039950062422,https://github.com/oobabooga/text-generation-webui,"LLM UI with advanced features, easy setup, and multiple backend support."
ultralytics,ultralytics,44692,1077,3515,258,0,Python,11662,11413,97.86486022980621,https://github.com/ultralytics/ultralytics,Ultralytics YOLO 🚀
meteor,meteor,44682,4965,2537,0,0,JavaScript,9206,8947,97.1866174234195,https://github.com/meteor/meteor,"Meteor, the JavaScript App Platform"
